,winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
1781,Alvaro Domecq,1730 Amontillado,N.V.,4.3,29,Espana,Jerez Amontillado,34.65,Sherry,4.0,3.0
1782,Allende,Aurus,2011,4.3,29,Espana,Rioja,211.92,Rioja Red,4.0,3.0
1783,Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018,4.3,28,Espana,Rioja,43.9,Rioja Red,4.0,3.0
1784,Vinyes del Terrer,Nus del Terrer,2016,4.3,28,Espana,Tarragona,25.9,Red,4.0,3.0
1785,Cepas Familiares,Nivel,2018,4.3,28,Espana,Ribera del Duero,35.0,Ribera Del Duero Red,5.0,3.0
1786,Bodegas Faustino,I Gran Reserva,1968,4.3,28,Espana,Rioja,160.0,Rioja Red,4.0,3.0
1787,Dominio de Loalva,Seleccion Especial,2016,4.3,28,Espana,Ribera del Duero,32.0,Ribera Del Duero Red,5.0,3.0
1788,El Regajal,Galia Clos Santuy,2017,4.3,28,Espana,Castilla y Leon,74.9,Red,4.0,3.0
1789,Ysios,Seleccion,2016,4.3,28,Espana,Rioja,30.0,Rioja Red,4.0,3.0
1790,Antidoto,Le Rose,2018,4.3,28,Espana,Ribera del Duero,49.0,,,
1791,Zifar,Pago de las Sabinas,2016,4.3,28,Espana,Ribera del Duero,39.55,Ribera Del Duero Red,5.0,3.0
1792,Romate,Old & Plus Oloroso,N.V.,4.3,28,Espana,Jerez Oloroso,45.0,Sherry,4.0,3.0
1793,Altanza,Coleccion Roberto Amillo Palo Cortado,N.V.,4.3,27,Espana,Jerez-Xeres-Sherry,47.7,Sherry,4.0,3.0
1794,Volver,Alicante Bouschet by Tarima,2018,4.3,27,Espana,Alicante,14.9,Red,4.0,3.0
1795,Marques de Riscal,Rioja Gran Reserva,2016,4.3,27,Espana,Rioja,46.45,Rioja Red,4.0,3.0
1796,Rodriguez de Vera,Tinto,2017,4.3,27,Espana,Almansa,15.45,Red,4.0,3.0
1797,Bordalas Garcia,Gueta-Lupia,2011,4.3,27,Espana,Priorato,31.75,Priorat Red,4.0,3.0
1798,Sierra Cantabria,Amancio,2002,4.3,27,Espana,Rioja,110.0,Rioja Red,4.0,3.0
1799,Bodega Tameran,Marmajuelo,2020,4.3,27,Espana,Gran Canaria,29.75,,,
1800,Bodega Tameran,Marmajuelo,2020,4.3,27,Espana,Gran Canaria,29.75,,,
1801,Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016,4.3,27,Espana,Cava,18.5,Cava,2.0,3.0
1802,Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016,4.3,26,Espana,Ribera del Duero,19.8563175,Ribera Del Duero Red,5.0,3.0
1803,Habla,No. 23,2017,4.3,26,Espana,Extremadura,23.1,Red,4.0,3.0
1804,Jimenez-Landi,Las Iruelas El Tiemblo,2018,4.3,26,Espana,Castilla y Leon,97.07,Grenache,5.0,3.0
1805,Loess,Tinto,2019,4.3,26,Espana,Ribera del Duero,8.57,Ribera Del Duero Red,5.0,3.0
1806,Jimenez-Landi,Cantos del Diablo,2016,4.3,26,Espana,Mentrida,67.95,Grenache,5.0,3.0
1807,Javier Sanz Viticultor,V Dulce de Invierno,2018,4.3,26,Espana,Castilla y Leon,17.74,,,
1808,Dominio de Anza,Diego Magana,2020,4.3,26,Espana,Rioja,37.9,Rioja Red,4.0,3.0
1809,Bodegas Amaren,Graciano,2012,4.3,26,Espana,Rioja,68.0,Rioja Red,4.0,3.0
1810,Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019,4.3,26,Espana,Rioja,39.89,Rioja Red,4.0,3.0
1811,Hacienda Solano,Pena Lobera,2018,4.3,25,Espana,Ribera del Duero,68.9,Ribera Del Duero Red,5.0,3.0
1812,Altos de Rioja,Altos R Pigeage Graciano,2016,4.3,25,Espana,Rioja,35.0,Rioja Red,4.0,3.0
1813,Samsara,Ronda,2015,4.3,25,Espana,Sierras de Malaga,32.5,Red,4.0,3.0
1814,Ordonez,Nisia Las Suertes Verdejo Old Vines,2020,4.3,25,Espana,Rueda,16.9,Verdejo,3.0,3.0
1815,Josep Grau Viticultor,Territori,2019,4.3,25,Espana,Montsant,23.6,Red,4.0,3.0
1816,Cuentavinas,Alomado,2018,4.3,25,Espana,Rioja,46.95,Rioja Red,4.0,3.0
1817,Bodegas Gama,Octogenarius,2015,4.3,25,Espana,Rioja,36.9,Grenache,5.0,3.0
1818,Miguel Merino,Gran Reserva,2000,4.3,25,Espana,Rioja,48.81,Rioja Red,4.0,3.0
1819,Los Aguilares,Pinot Noir,2020,4.3,25,Espana,Sierras de Malaga,33.5,Red,4.0,3.0
1820,Nin-Ortiz,Selma de Nin Blanco,2017,4.3,25,Espana,Cataluna,56.95,,,
1821,Zifar,Senda de Los Olivos Roble,2020,4.3,25,Espana,Ribera del Duero,8.9,Ribera Del Duero Red,5.0,3.0
1822,Felix Solis,Mucho Mas Tinto,N.V.,4.2,32624,Espana,Vino de Espana,4.99,Red,4.0,3.0
1823,Marques de Riscal,Rioja Reserva,2016,4.2,16505,Espana,Rioja,15.9,Rioja Red,4.0,3.0
1824,La Rioja Alta,Vina Ardanza Reserva,2007,4.2,9098,Espana,Rioja,23.7,Rioja Red,4.0,3.0
1825,Marques de Murrieta,Reserva Rioja (Finca Ygay),2016,4.2,8318,Espana,Rioja,23.0,Rioja Red,4.0,3.0
1826,Emilio Moro,Ribera del Duero,2018,4.2,7825,Espana,Ribera del Duero,19.5,Ribera Del Duero Red,5.0,3.0
1827,Emilio Moro,Ribera del Duero,2017,4.2,7294,Espana,Ribera del Duero,21.2,Ribera Del Duero Red,5.0,3.0
1828,Tinto Pesquera,Reserva,2012,4.2,6567,Espana,Ribera del Duero,27.0,Ribera Del Duero Red,5.0,3.0
1829,La Rioja Alta,Vina Ardanza Reserva,2008,4.2,6532,Espana,Rioja,33.0,Rioja Red,4.0,3.0
1830,El Coto,Coto de Imaz Rioja Gran Reserva,2012,4.2,6256,Espana,Rioja,16.14,Rioja Red,4.0,3.0
1831,Dominio de Pingus,PSI,2016,4.2,6163,Espana,Ribera del Duero,37.95,Ribera Del Duero Red,5.0,3.0
1832,La Rioja Alta,Vina Alberdi Reserva,2015,4.2,5802,Espana,Rioja,17.02,Rioja Red,4.0,3.0
1833,Abadia Retuerta,Seleccion Especial,2014,4.2,5178,Espana,Sardon de Duero,49.85,Red,4.0,3.0
1834,Mar de Frades,Rias Baixas Albarino Atlantico,2019,4.2,4610,Espana,Rias Baixas,14.95,Albarino,3.0,3.0
1835,Matarromera,Crianza,2016,4.2,4127,Espana,Ribera del Duero,9.76,Ribera Del Duero Red,5.0,3.0
1836,Arzuaga,Ribera del Duero Crianza,2016,4.2,4091,Espana,Ribera del Duero,19.16,Ribera Del Duero Red,5.0,3.0
1837,La Rioja Alta,Vina Alberdi Reserva,2016,4.2,3825,Espana,Rioja,15.8,Rioja Red,4.0,3.0
1838,Imperial,Rioja Reserva,2015,4.2,3788,Espana,Rioja,19.8333333333333,Rioja Red,4.0,3.0
1839,Protos,27 Ribera del Duero,2016,4.2,3725,Espana,Ribera del Duero,21.0,Ribera Del Duero Red,5.0,3.0
1840,Terras Gauda,Terras Gauda O Rosal,2020,4.2,3648,Espana,Rias Baixas,12.29,Albarino,3.0,3.0
1841,Protos,27 Ribera del Duero,2017,4.2,3545,Espana,Ribera del Duero,23.75,Ribera Del Duero Red,5.0,3.0
1842,Remelluri,Rioja Reserva,2012,4.2,3453,Espana,Rioja,15.83,Rioja Red,4.0,3.0
1843,Arzuaga,Ribera del Duero Crianza,2017,4.2,3354,Espana,Ribera del Duero,15.45,Ribera Del Duero Red,5.0,3.0
1844,Familia Torres,Salmos,2016,4.2,3225,Espana,Priorato,24.85,Priorat Red,4.0,3.0
1845,Pago de Los Capellanes,Crianza Tinto,2017,4.2,3224,Espana,Ribera del Duero,20.95,Ribera Del Duero Red,5.0,3.0
1846,Marques de Riscal,Rioja Gran Reserva,2007,4.2,3101,Espana,Rioja,28.43,Rioja Red,4.0,3.0
1847,R. Lopez de Heredia,Vina Bosconia Reserva,2008,4.2,2901,Espana,Rioja Alta,22.58,Rioja Red,4.0,3.0
1848,Bodegas Mauro,Red,2011,4.2,2820,Espana,Castilla y Leon,58.26,Red,4.0,3.0
1849,R. Lopez de Heredia,Vina Bosconia Reserva,2007,4.2,2820,Espana,Rioja Alta,20.95,Rioja Red,4.0,3.0
1850,Familia Torres,Mas La Plana Cabernet Sauvignon,2010,4.2,2788,Espana,Penedes,48.4,Cabernet Sauvignon,4.0,3.0
1851,Rafael Palacios,Louro Godello,2019,4.2,2685,Espana,Valdeorras,19.7,,,
1852,Imperial,Rioja Reserva,2016,4.2,2676,Espana,Rioja,24.75,Rioja Red,4.0,3.0
1853,Bodegas Roda,Roda Reserva Rioja,2015,4.2,2478,Espana,Rioja,55.47,Rioja Red,4.0,3.0
1854,Bodegas Roda,Roda Reserva Rioja,2012,4.2,2375,Espana,Rioja,28.4,Rioja Red,4.0,3.0
1855,Imperial,Rioja Reserva,2014,4.2,2364,Espana,Rioja,27.6,Rioja Red,4.0,3.0
1856,Juan Gil,Jumilla Blue Label,2015,4.2,2271,Espana,Jumilla,24.76,Red,4.0,3.0
1857,Juan Gil,Jumilla Blue Label,2018,4.2,2234,Espana,Jumilla,24.6,Red,4.0,3.0
1858,Juan Gil,Jumilla Blue Label,2017,4.2,2135,Espana,Jumilla,22.5,Red,4.0,3.0
1859,Bodegas Faustino,I Gran Reserva,1994,4.2,2074,Espana,Rioja,124.5,Rioja Red,4.0,3.0
1860,Carmelo Rodero,Crianza,2017,4.2,2050,Espana,Ribera del Duero,19.99,Ribera Del Duero Red,5.0,3.0
1861,Atalaya,La Atalaya del Camino,2017,4.2,2022,Espana,Almansa,11.8,Red,4.0,3.0
1862,Protos,27 Ribera del Duero,2018,4.2,1981,Espana,Ribera del Duero,23.74,Ribera Del Duero Red,5.0,3.0
1863,Bodegas Roda,Roda Reserva Rioja,2013,4.2,1931,Espana,Rioja,30.35,Rioja Red,4.0,3.0
1864,Protos,Gran Reserva,2012,4.2,1921,Espana,Ribera del Duero,38.84,Ribera Del Duero Red,5.0,3.0
1865,Remelluri,Rioja Reserva,2013,4.2,1768,Espana,Rioja,21.5,Rioja Red,4.0,3.0
1866,Tinto Pesquera,Reserva,2015,4.2,1688,Espana,Ribera del Duero,29.95,Ribera Del Duero Red,5.0,3.0
1867,Marques de Riscal,Rioja 150 Aniversario,2010,4.2,1686,Espana,Rioja,59.0,Rioja Red,4.0,3.0
1868,Pintia,Toro,2006,4.2,1665,Espana,Toro,98.9,Toro Red,5.0,3.0
1869,Bodegas Roda,Roda Reserva Rioja,2014,4.2,1645,Espana,Rioja,59.9,Rioja Red,4.0,3.0
1870,Alto Moncayo,Veraton Garnacha,2014,4.2,1627,Espana,Campo de Borja,19.94,Grenache,5.0,3.0
1871,R. Lopez de Heredia,Vina Bosconia Reserva,2009,4.2,1611,Espana,Rioja Alta,23.52,Rioja Red,4.0,3.0
1872,Casa Rojo,Alexander vs. The Ham Factory,2016,4.2,1573,Espana,Ribera del Duero,33.3733333333333,Ribera Del Duero Red,5.0,3.0
1873,Dominio de Pingus,PSI,2019,4.2,1355,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0
1874,Alto Moncayo,Veraton Garnacha,2018,4.2,1343,Espana,Campo de Borja,21.6,Grenache,5.0,3.0
1875,La Rioja Alta,Vina Alberdi Crianza,2015,4.2,1341,Espana,Rioja,11.2,Rioja Red,4.0,3.0
1876,Huerta de Albala,Taberner Tierra de Cadiz,2014,4.2,1337,Espana,Cadiz,32.0010770950795,Syrah,4.0,3.0
1877,Marques de Riscal,Rioja Gran Reserva,2011,4.2,1319,Espana,Rioja,39.5,Rioja Red,4.0,3.0
1878,Garmon,Ribera del Duero,2015,4.2,1308,Espana,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0
1879,Marques de Murrieta,Capellania Reserva,2015,4.2,1301,Espana,Rioja,29.15,Rioja White,3.0,3.0
1880,Aster,Finca El Otero,2014,4.2,1267,Espana,Ribera del Duero,28.75,Ribera Del Duero Red,5.0,3.0
1881,Matarromera,Crianza,2017,4.2,1209,Espana,Ribera del Duero,16.88,Ribera Del Duero Red,5.0,3.0
1882,Gramona,Gessami,2019,4.2,1164,Espana,Penedes,9.95,,,
1883,Dominio de Atauta,Dominio de Atauta,2016,4.2,1159,Espana,Ribera del Duero,25.71,Ribera Del Duero Red,5.0,3.0
1884,Bodegas Ximenez-Spinola,Finest Old Harvest Medium,N.V.,4.2,1155,Espana,Jerez-Xeres-Sherry,18.87,Pedro Ximenez,5.0,1.0
1885,Huerta de Albala,Taberner Tierra de Cadiz,2015,4.2,1125,Espana,Cadiz,17.04,Syrah,4.0,3.0
1886,Montecastro,Ribera del Duero Red,2015,4.2,1095,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5.0,3.0
1887,Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017,4.2,1093,Espana,Ribera del Duero,55.75,Ribera Del Duero Red,5.0,3.0
1888,Garmon,Ribera del Duero,2014,4.2,1086,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
1889,Bodegas La Horra,Corimbo I,2014,4.2,1078,Espana,Ribera del Duero,39.0,Ribera Del Duero Red,5.0,3.0
1890,Carmelo Rodero,Crianza,2018,4.2,1070,Espana,Ribera del Duero,16.49,Ribera Del Duero Red,5.0,3.0
1891,Lustau,Vermut Rojo,N.V.,4.2,1058,Espana,Jerez-Xeres-Sherry,11.9,,,
1892,Atalaya,La Atalaya del Camino,2019,4.2,1048,Espana,Almansa,11.66,Red,4.0,3.0
1893,R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,4.2,1043,Espana,Rioja Alta,26.9,Rioja White,3.0,3.0
1894,Protos,Reserva 5 Ano,2015,4.2,1040,Espana,Ribera del Duero,22.95,Ribera Del Duero Red,5.0,3.0
1895,Emilio Moro,Malleolus,2014,4.2,1030,Espana,Ribera del Duero,31.95,Ribera Del Duero Red,5.0,3.0
1896,Gonzalez-Byass,Del Duque Amontillado Sherry VORS,N.V.,4.2,1016,Espana,Jerez Amontillado,77.22,Sherry,4.0,3.0
1897,Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,4.2,1016,Espana,Priorato,85.9,Priorat Red,4.0,3.0
1898,Familia Torres,Salmos,2017,4.2,1008,Espana,Priorato,20.99,Priorat Red,4.0,3.0
1899,Bodega Numanthia,Numanthia,2013,4.2,998,Espana,Toro,51.19,Toro Red,5.0,3.0
1900,Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,4.2,970,Espana,Priorato,32.25,Priorat Red,4.0,3.0
1901,Merum Priorati,Inici,2017,4.2,969,Espana,Priorato,39.0,Priorat Red,4.0,3.0
1902,Familia Torres,Mas La Plana Cabernet Sauvignon,2016,4.2,964,Espana,Penedes,56.26,Cabernet Sauvignon,4.0,3.0
1903,Bodegas La Horra,Corimbo I,2011,4.2,918,Espana,Ribera del Duero,23.4,Ribera Del Duero Red,5.0,3.0
1904,Castillo Perelada,5 Finques (Fincas) Reserva,2017,4.2,918,Espana,Emporda,11.35,Red,4.0,3.0
1905,Bodegas La Horra,Corimbo I,2013,4.2,915,Espana,Ribera del Duero,37.5,Ribera Del Duero Red,5.0,3.0
1906,Quinta Sardonia,QS,2010,4.2,900,Espana,Castilla y Leon,40.76,Red,4.0,3.0
1907,Martinet,Martinet Bru (Garnatxa - Syrah),2019,4.2,897,Espana,Priorato,21.9,Priorat Red,4.0,3.0
1908,La Rioja Alta,Vina Ardanza Reserva,2000,4.2,883,Espana,Rioja,161.0,Rioja Red,4.0,3.0
1909,Vinedos de Paganos,El Puntido,2013,4.2,879,Espana,Rioja,34.41,Rioja Red,4.0,3.0
1910,Emilio Moro,Ribera del Duero,2019,4.2,876,Espana,Ribera del Duero,16.95,Ribera Del Duero Red,5.0,3.0
1911,Alvaro Palacios,Finca Dofi,2015,4.2,865,Espana,Priorato,52.5,Priorat Red,4.0,3.0
1912,Protos,Reserva 5 Ano,2014,4.2,855,Espana,Ribera del Duero,19.53,Ribera Del Duero Red,5.0,3.0
1913,Bodegas Valduero,Ribera Del Duero Reserva,2012,4.2,852,Espana,Ribera del Duero,30.0,Ribera Del Duero Red,5.0,3.0
1914,Baluarte,Muscat,2020,4.2,842,Espana,Navarra,5.5,,,
1915,Marques de Riscal,Rioja Gran Reserva,2014,4.2,840,Espana,Rioja,35.63,Rioja Red,4.0,3.0
1916,Bodegas Roda,Roda Reserva Rioja,2017,4.2,834,Espana,Rioja,25.5,Rioja Red,4.0,3.0
1917,Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,4.2,832,Espana,Rioja,19.38,Rioja Red,4.0,3.0
1918,Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,4.2,811,Espana,Rioja,20.9,Rioja Red,4.0,3.0
1919,Arzuaga,Ribera del Duero Crianza,2019,4.2,806,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5.0,3.0
1920,Marques de Riscal,Reserva XR,2015,4.2,778,Espana,Rioja,23.0,Rioja Red,4.0,3.0
1921,Familia Torres,Purgatori Costers del Segre,2016,4.2,778,Espana,Costers del Segre,38.37,Red,4.0,3.0
1922,Familia Torres,Purgatori Costers del Segre,2017,4.2,777,Espana,Costers del Segre,25.5,Red,4.0,3.0
1923,Ramon Bilbao,Mirto,2012,4.2,776,Espana,Rioja,35.0,Rioja Red,4.0,3.0
1924,Ossian,Vinas Viejas Verdejo,2015,4.2,769,Espana,Castilla y Leon,30.0,Verdejo,3.0,3.0
1925,Hispano Suizas,Bassus Pinot Noir,2017,4.2,753,Espana,Utiel-Requena,18.95,Red,4.0,3.0
1926,Murviedro,Sericis Cepas Viejas Monastrell,2017,4.2,745,Espana,Valencia,8.95,Monastrell,5.0,3.0
1927,Castillo Perelada,Finca Malaveina,2016,4.2,740,Espana,Emporda,25.35,Red,4.0,3.0
1928,Montecastro,Ribera del Duero Red,2018,4.2,733,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5.0,3.0
1929,Contino,Rioja Gran Reserva,2008,4.2,732,Espana,Rioja,36.0,Rioja Red,4.0,3.0
1930,Contino,Rioja Gran Reserva,2009,4.2,731,Espana,Rioja,85.8,Rioja Red,4.0,3.0
1931,Hispano Suizas,Bassus Pinot Noir,2018,4.2,721,Espana,Utiel-Requena,19.25,Red,4.0,3.0
1932,Quinta Sardonia,QS,2007,4.2,707,Espana,Castilla y Leon,37.5,Red,4.0,3.0
1933,VALENCISO,Rioja Reserva,2014,4.2,696,Espana,Rioja,19.4,Rioja Red,4.0,3.0
1934,Gramona,Gessami,2020,4.2,692,Espana,Penedes,11.2,,,
1935,Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,4.2,684,Espana,Rioja,29.5,Rioja Red,4.0,3.0
1936,Barahonda,Summum Monastrell,2017,4.2,682,Espana,Yecla,15.95,Monastrell,5.0,3.0
1937,Losada,Altos de Losada,2017,4.2,676,Espana,Bierzo,18.4,Mencia,3.0,3.0
1938,Alvaro Palacios,Finca Dofi,2014,4.2,671,Espana,Priorato,59.95,Priorat Red,4.0,3.0
1939,El Coto,Coto de Imaz Rioja Gran Reserva,2015,4.2,668,Espana,Rioja,15.88,Rioja Red,4.0,3.0
1940,Matsu,El Viejo,2012,4.2,668,Espana,Toro,26.95,Toro Red,5.0,3.0
1941,Recaredo,Corpinnat Terrers Brut Nature,2017,4.2,667,Espana,Cava,25.0,Cava,2.0,3.0
1942,Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,N.V.,4.2,666,Espana,Jerez Palo Cortado,32.16,Sherry,4.0,3.0
1943,Alvaro Palacios,Vi de Vila Gratallops,2015,4.2,648,Espana,Priorato,60.0,Priorat Red,4.0,3.0
1944,Alvaro Palacios,Vi de Vila Gratallops,2014,4.2,647,Espana,Priorato,55.0,Priorat Red,4.0,3.0
1945,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,4.2,645,Espana,Rioja,86.95,Rioja Red,4.0,3.0
1946,Tobia,Oscar Tobia Reserva Rioja,2015,4.2,633,Espana,Rioja,20.0,Rioja Red,4.0,3.0
1947,Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,4.2,630,Espana,Rioja,6.99,Rioja White,3.0,3.0
1948,Vina Pedrosa,Reserva,2012,4.2,628,Espana,Ribera del Duero,29.93,Ribera Del Duero Red,5.0,3.0
1949,Castillo Perelada,Finca Malaveina,2012,4.2,627,Espana,Emporda,17.84,Red,4.0,3.0
1950,Contino,Rioja Gran Reserva,2014,4.2,624,Espana,Rioja,34.5,Rioja Red,4.0,3.0
1951,Bodegas Mauro,Red,2008,4.2,622,Espana,Castilla y Leon,55.0,Red,4.0,3.0
1952,Portal del Priorat,Clos del Portal Negre de Negres,2017,4.2,612,Espana,Priorato,21.85,Priorat Red,4.0,3.0
1953,Recaredo,Corpinnat Terrers Brut Nature,2016,4.2,611,Espana,Cava,21.8,Cava,2.0,3.0
1954,Torre de Ona,Martelo Reserva,2014,4.2,600,Espana,Rioja,20.5,Rioja Red,4.0,3.0
1955,Tinto Pesquera,Crianza,2019,4.2,599,Espana,Ribera del Duero,17.25,Ribera Del Duero Red,5.0,3.0
1956,Dehesa de Los Canonigos,Solideo,2015,4.2,592,Espana,Ribera del Duero,35.09,Ribera Del Duero Red,5.0,3.0
1957,Sei Solo,Preludio,2017,4.2,591,Espana,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0
1958,Diez Caballero,Reserva Tempranillo,2011,4.2,587,Espana,Rioja,20.4532878069468,Rioja Red,4.0,3.0
1959,Mas d'en Gil,Coma Vella Priorat,2014,4.2,576,Espana,Priorato,24.8,Priorat Red,4.0,3.0
1960,Chozas Carrascal,Las Ocho (8) Tinto,2017,4.2,570,Espana,Utiel-Requena,16.767557,Red,4.0,3.0
1961,Vegalfaro,Pago de los Balagueses Syrah,2017,4.2,559,Espana,Utiel-Requena,17.7,Syrah,4.0,3.0
1962,Lopez Cristobal,Bagus Ribera del Duero,2012,4.2,559,Espana,Ribera del Duero,54.0,Ribera Del Duero Red,5.0,3.0
1963,Clos Galena,Formiga de Vellut,2018,4.2,558,Espana,Priorato,16.2,Priorat Red,4.0,3.0
1964,Bodegas Valduero,Tierra Alta En 2 Maderas,2017,4.2,557,Espana,Ribera del Duero,19.9,Ribera Del Duero Red,5.0,3.0
1965,Los Aguilares,Pago El Espino,2017,4.2,555,Espana,Sierras de Malaga,25.35,Red,4.0,3.0
1966,VALENCISO,Rioja Blanco,2018,4.2,540,Espana,Rioja,17.75,Rioja White,3.0,3.0
1967,Dehesa de Los Canonigos,Crianza,2018,4.2,528,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5.0,3.0
1968,Palacios Remondo,Propiedad  Rioja,2017,4.2,527,Espana,Rioja,25.9,Rioja Red,4.0,3.0
1969,Dehesa de Los Canonigos,Crianza,2017,4.2,520,Espana,Ribera del Duero,18.25,Ribera Del Duero Red,5.0,3.0
1970,Bodegas Faustino,Reserva Especial Icon Edition,2014,4.2,519,Espana,Rioja,23.89,Rioja Red,4.0,3.0
1971,Fernando de Castilla,Antique Palo Cortado,N.V.,4.2,519,Espana,Jerez Palo Cortado,36.9,Sherry,4.0,3.0
1972,Matsu,El Viejo,2017,4.2,518,Espana,Toro,33.9,Toro Red,5.0,3.0
1973,Lan,Vina Lanciano Reserva,2015,4.2,514,Espana,Rioja,14.6,Rioja Red,4.0,3.0
1974,Anima Negra,An,2016,4.2,513,Espana,Mallorca,139.9,Red,4.0,3.0
1975,Bodegas Mas Alta,Artigas,2017,4.2,505,Espana,Priorato,20.9,Priorat Red,4.0,3.0
1976,Vinicola Real,200 Monges Rioja Reserva,2005,4.2,499,Espana,Rioja,48.0,Rioja Red,4.0,3.0
1977,Contino,Rioja Gran Reserva,2011,4.2,490,Espana,Rioja,39.5,Rioja Red,4.0,3.0
1978,Sei Solo,Preludio,2018,4.2,488,Espana,Ribera del Duero,24.5,Ribera Del Duero Red,5.0,3.0
1979,Williams & Humbert,Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years,N.V.,4.2,487,Espana,Jerez Amontillado,33.5,Sherry,4.0,3.0
1980,Tridente,Rejon Tempranillo,2012,4.2,485,Espana,Castilla y Leon,36.97,Tempranillo,4.0,2.0
1981,Emilio Moro,La Felisa,2018,4.2,483,Espana,Ribera del Duero,26.3,Ribera Del Duero Red,5.0,3.0
1982,Emilio Moro,La Revelia Godello,2018,4.2,484,Espana,Bierzo,21.95,,,
1983,Valderiz,Tinto,2018,4.2,481,Espana,Ribera del Duero,21.5,Ribera Del Duero Red,5.0,3.0
1984,Lan,A Mano Rioja,2009,4.2,480,Espana,Rioja,28.95,Rioja Red,4.0,3.0
1985,Familia Torres,Milmanda,2015,4.2,473,Espana,Conca de Barbera,126.2,Chardonnay,4.0,3.0
1986,Terras Gauda,Terras Gauda O Rosal,2021,4.2,466,Espana,Rias Baixas,11.9,Albarino,3.0,3.0
1987,Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008,4.2,459,Espana,Rias Baixas,37.9,Albarino,3.0,3.0
1988,Muga,Seleccion Especial (Reserva),2004,4.2,447,Espana,Rioja,65.0,Rioja Red,4.0,3.0
1989,Bohorquez,Reserva,2009,4.2,442,Espana,Ribera del Duero,21.65,Ribera Del Duero Red,5.0,3.0
1990,Abadal,3.9,2016,4.2,441,Espana,Pla de Bages,22.95,Red,4.0,3.0
1991,Mar de Frades,Rias Baixas Albarino Atlantico,2021,4.2,439,Espana,Rias Baixas,14.8,Albarino,3.0,3.0
1992,Adega Familiar Eladio Pineiro,Envidiacochina (Tete de Cuvee),2019,4.2,438,Espana,Rias Baixas,18.46,Albarino,3.0,3.0
1993,Pradorey,Adaro,2017,4.2,436,Espana,Ribera del Duero,16.45,Ribera Del Duero Red,5.0,3.0
1994,Montecastro,Ribera del Duero Red,2017,4.2,433,Espana,Ribera del Duero,16.9,Ribera Del Duero Red,5.0,3.0
1995,Culebron,Fondillon Gran Reserva,1964,4.2,432,Espana,Alicante,49.95,,,
1996,Portal del Priorat,Clos del Portal Negre de Negres,2018,4.2,429,Espana,Priorato,21.7,Priorat Red,4.0,3.0
1997,Castillo Perelada,Monastrell - Syrah Finca Espolla,2016,4.2,424,Espana,Emporda,13.95,Red,4.0,3.0
1998,Castano,Casa Cisca Monastrell,2011,4.2,423,Espana,Yecla,32.0,Monastrell,5.0,3.0
1999,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
2000,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,,
2001,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,,
2002,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,,
2003,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,,
2004,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,,
2005,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,,
2006,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,,
2007,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,,
2008,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,,
2009,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,,
